frame,global_id,raw_global_id,offline_merged_into,local_tracker_id,class_name,detection_source,parent_class_name,roi_level,confidence,x1,y1,x2,y2,center_x,center_y,owner_id,owner_link_strength,owner_contact_frames,owner_separation_frames,owner_last_distance_px,stationary_frames,missing_frames,mask_area,used_mask_geometry,reidentified_count,good_snapshot_count,crop_quality,crop_quality_reason,last_observed_side,exit_side,entry_side
623,4,4,,40,handbag,main,,0,0.30194082856178284,296.92,84.29,634.31,469.71,485.51,318.55,,0.0,,,0.0,1,0,74938,True,0,0,0.0,n/a,,,
624,2,2,,4,person,main,,0,0.9232233762741089,368.72,4.39,639.86,470.3,504.29,237.34,,0.0,,,0.0,29,0,0,False,0,8,0.6,"right-edge,top-edge,bottom-edge",right,,right
624,3,3,,46,backpack,main,,0,0.3664313852787018,214.0,154.0,393.0,473.0,314.81,318.94,2,1.0,153,0,206.3,20,0,41789,True,2,0,0.0,n/a,,,
624,4,4,,40,handbag,main,,0,0.36622244119644165,300.73,101.81,635.44,467.73,485.51,318.55,,0.0,,,0.0,2,0,74938,True,0,0,0.0,n/a,,,
625,2,2,,4,person,main,,0,0.9288926124572754,376.99,5.37,639.74,470.42,508.36,237.89,,0.0,,,0.0,0,0,0,False,0,8,0.6,"right-edge,top-edge,bottom-edge",right,,right
625,4,4,,40,handbag,main,,0,0.3654147982597351,302.94,111.97,636.09,466.58,485.51,318.55,,0.0,,,0.0,3,0,74938,True,0,0,0.0,n/a,,,
625,3,3,,46,backpack,main,,0,0.3542219400405884,214.0,154.0,393.0,473.0,314.81,318.94,2,1.0,154,0,209.84,21,0,41789,True,2,0,0.0,n/a,,,
626,2,2,,4,person,main,,0,0.9288926124572754,382.48,6.04,639.6,470.43,511.04,238.23,,0.0,,,0.0,1,0,0,False,0,8,0.6,"right-edge,top-edge,bottom-edge",right,,right
626,4,4,,40,handbag,main,,0,0.3654147982597351,304.23,117.86,636.47,465.92,485.51,318.55,,0.0,,,0.0,4,0,74938,True,0,0,0.0,n/a,,,
626,3,3,,46,backpack,main,,0,0.3542219400405884,214.0,154.0,393.0,473.0,314.81,318.94,2,1.0,155,0,212.19,22,0,41789,True,2,0,0.0,n/a,,,
627,2,2,,4,person,main,,0,0.9164806604385376,389.59,6.93,639.77,471.33,514.68,239.13,,0.0,,,0.0,0,0,0,False,0,8,0.6,"right-edge,top-edge,bottom-edge",right,,right
627,3,3,,40,backpack,main,,0,0.35710158944129944,214.0,154.0,393.0,473.0,314.81,318.94,2,0.98,155,0,215.22,23,0,41789,True,2,0,0.0,n/a,,,
628,2,2,,4,person,main,,0,0.89394211769104,396.03,7.77,639.87,472.11,517.95,239.94,,0.0,,,0.0,0,0,0,False,0,8,0.6,"right-edge,top-edge,bottom-edge",right,,right
628,3,3,,40,backpack,main,,0,0.2912045121192932,214.0,154.0,393.0,473.0,314.81,318.94,2,0.96,155,0,217.96,24,0,41789,True,2,0,0.0,n/a,,,
629,2,2,,4,person,main,,0,0.89394211769104,400.48,8.42,639.72,472.64,520.1,240.53,,0.0,,,0.0,1,0,0,False,0,8,0.6,"right-edge,top-edge,bottom-edge",right,,right
629,3,3,,40,backpack,main,,0,0.2912045121192932,214.0,154.0,393.0,473.0,314.81,318.94,2,0.941,155,0,219.76,25,0,41789,True,2,0,0.0,n/a,,,
630,2,2,,4,person,main,,0,0.9070082306861877,406.28,9.81,639.83,473.57,523.06,241.69,,0.0,,,0.0,0,0,0,False,0,8,0.6,"right-edge,top-edge,bottom-edge",right,,right
630,3,3,,40,backpack,main,,0,0.3952440023422241,214.0,154.0,393.0,473.0,314.81,318.94,2,0.922,155,0,222.12,26,0,41789,True,2,0,0.0,n/a,,,
631,2,2,,4,person,main,,0,0.8737220764160156,410.86,11.26,639.79,473.74,525.32,242.5,,0.0,,,0.0,1,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
631,3,3,,40,backpack,main,,0,0.3713260591030121,214.0,154.0,393.0,473.0,314.81,318.94,2,0.904,155,0,223.96,27,0,41789,True,2,0,0.0,n/a,,,
632,2,2,,4,person,main,,0,0.8737220764160156,413.82,12.33,639.58,473.61,526.7,242.97,,0.0,,,0.0,2,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
632,3,3,,40,backpack,main,,0,0.3713260591030121,214.0,154.0,393.0,473.0,314.81,318.94,2,0.886,155,0,225.1,28,0,41789,True,2,0,0.0,n/a,,,
633,2,2,,4,person,main,,0,0.8173436522483826,418.84,14.14,639.73,473.99,529.28,244.06,,0.0,,,0.0,3,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
633,3,3,,40,backpack,main,,0,0.26609739661216736,214.0,154.0,393.0,473.0,314.81,318.94,2,0.868,155,0,227.17,29,0,41789,True,2,0,0.0,n/a,,,
634,2,2,,4,person,main,,0,0.8564192652702332,422.96,16.91,639.84,474.23,531.4,245.57,,0.0,,,0.0,4,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
634,3,3,,40,backpack,main,,0,0.3361038565635681,214.0,154.0,393.0,473.0,314.81,318.94,2,0.851,155,0,228.68,30,0,41789,True,2,0,0.0,n/a,,,
635,2,2,,4,person,main,,0,0.8676388263702393,426.18,19.11,639.91,474.12,533.04,246.61,,0.0,,,0.0,5,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
635,3,3,,40,backpack,main,,0,0.39055466651916504,214.0,154.0,393.0,473.0,314.81,318.94,2,0.834,155,0,229.91,31,0,41789,True,2,0,0.0,n/a,,,
636,2,2,,4,person,main,,0,0.8721452355384827,428.64,20.76,639.9,473.8,534.27,247.28,,0.0,,,0.0,6,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
636,3,3,,40,backpack,main,,0,0.40283605456352234,214.0,154.0,393.0,473.0,314.81,318.94,2,0.817,155,0,230.87,32,0,41789,True,2,0,0.0,n/a,,,
637,2,2,,4,person,main,,0,0.8717003464698792,431.43,23.46,639.86,473.77,535.64,248.62,,0.0,,,0.0,7,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
637,3,3,,40,backpack,main,,0,0.3860738277435303,214.0,154.0,393.0,473.0,314.81,318.94,2,0.801,155,0,231.76,33,0,41789,True,2,0,0.0,n/a,,,
638,2,2,,4,person,main,,0,0.8868082165718079,433.85,25.96,639.73,473.83,536.79,249.9,,0.0,,,0.0,8,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
638,3,3,,40,backpack,main,,0,0.4796537160873413,214.0,154.0,393.0,473.0,314.81,318.94,2,0.785,155,0,232.47,34,0,41789,True,2,0,0.0,n/a,,,
639,2,2,,4,person,main,,0,0.8841896653175354,435.61,28.04,639.6,474.11,537.61,251.07,,0.0,,,0.0,9,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
639,3,3,,40,backpack,main,,0,0.3902013301849365,214.0,154.0,393.0,473.0,314.81,318.94,2,0.769,155,0,232.91,35,0,41789,True,2,0,0.0,n/a,,,
640,2,2,,4,person,main,,0,0.9050120115280151,436.77,30.16,639.43,474.11,538.1,252.13,,0.0,,,0.0,10,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
640,3,3,,40,backpack,main,,0,0.5072987675666809,279.52,147.28,496.32,462.92,510.27,319.14,2,0.867,156,0,72.56,0,0,55550,True,2,0,0.0,n/a,,,
641,2,2,,4,person,main,,0,0.9115142226219177,437.06,32.59,639.39,474.44,538.22,253.52,,0.0,,,0.0,11,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
641,3,3,,40,backpack,main,,0,0.4560331702232361,317.52,143.38,556.25,457.07,510.27,319.14,2,0.967,157,0,71.33,1,0,55550,True,2,0,0.0,n/a,,,
642,2,2,,4,person,main,,0,0.9109134078025818,436.35,34.7,639.14,474.9,537.74,254.8,,0.0,,,0.0,12,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
642,3,3,,40,backpack,main,,0,0.3709211051464081,339.56,141.12,591.0,453.68,510.27,319.14,2,1.0,158,0,69.96,2,0,55550,True,2,0,0.0,n/a,,,
643,2,2,,4,person,main,,0,0.9157321453094482,435.39,36.24,639.17,475.34,537.28,255.79,,0.0,,,0.0,13,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
643,3,3,,40,backpack,main,,0,0.4018293023109436,352.35,139.81,611.16,451.72,510.27,319.14,2,1.0,159,0,68.86,3,0,55550,True,2,0,0.0,n/a,,,
644,2,2,,4,person,main,,0,0.9157321453094482,434.67,37.21,639.34,475.66,537.0,256.44,,0.0,,,0.0,14,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
644,3,3,,40,backpack,main,,0,0.4018293023109436,359.76,139.05,622.85,450.58,510.27,319.14,2,1.0,160,0,68.16,4,0,55550,True,2,0,0.0,n/a,,,
645,2,2,,4,person,main,,0,0.917885422706604,432.95,38.11,639.09,476.06,536.02,257.08,,0.0,,,0.0,15,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
645,3,3,,40,backpack,main,,0,0.3407529294490814,364.06,138.61,629.64,449.91,510.27,319.14,2,1.0,161,0,67.19,5,0,55550,True,2,0,0.0,n/a,,,
646,2,2,,4,person,main,,0,0.9129979610443115,431.38,38.67,639.13,476.56,535.26,257.61,,0.0,,,0.0,16,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
646,3,3,,40,backpack,main,,0,0.2643086016178131,366.56,138.35,633.57,449.53,510.27,319.14,2,1.0,162,0,66.41,6,0,55550,True,2,0,0.0,n/a,,,
647,2,2,,4,person,main,,0,0.9219462275505066,429.41,38.97,639.07,476.88,534.24,257.93,,0.0,,,0.0,17,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
647,3,3,,40,backpack,main,,0,0.374579519033432,368.0,138.2,635.85,449.31,510.27,319.14,2,1.0,163,0,65.74,7,0,55550,True,2,0,0.0,n/a,,,
648,2,2,,4,person,main,,0,0.9218812584877014,427.83,39.04,639.19,477.06,533.51,258.05,,0.0,,,0.0,18,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
648,3,3,,40,backpack,main,,0,0.40703219175338745,368.84,138.12,637.17,449.18,510.27,319.14,2,1.0,164,0,65.36,8,0,55550,True,2,0,0.0,n/a,,,
649,2,2,,4,person,main,,0,0.9226871132850647,426.3,38.83,639.25,477.12,532.78,257.98,,0.0,,,0.0,19,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
649,3,3,,40,backpack,main,,0,0.43608710169792175,369.33,138.07,637.94,449.1,510.27,319.14,2,1.0,165,0,65.17,9,0,55550,True,2,0,0.0,n/a,,,
650,2,2,,4,person,main,,0,0.9238370656967163,425.21,38.51,639.26,477.09,532.23,257.8,,0.0,,,0.0,20,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
650,3,3,,40,backpack,main,,0,0.44734686613082886,369.61,138.04,638.39,449.06,510.27,319.14,2,1.0,166,0,65.15,10,0,55550,True,2,0,0.0,n/a,,,
651,2,2,,4,person,main,,0,0.9229907393455505,424.2,38.2,639.19,476.9,531.69,257.55,,0.0,,,0.0,21,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
651,3,3,,40,backpack,main,,0,0.4149182140827179,369.77,138.02,638.64,449.03,510.27,319.14,2,1.0,167,0,65.21,11,0,55550,True,2,0,0.0,n/a,,,
652,2,2,,4,person,main,,0,0.9247680306434631,423.42,37.89,639.21,476.65,531.31,257.27,,0.0,,,0.0,22,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
652,3,3,,40,backpack,main,,0,0.44306471943855286,369.87,138.01,638.79,449.02,510.27,319.14,2,1.0,168,0,65.35,12,0,55550,True,2,0,0.0,n/a,,,
653,2,2,,4,person,main,,0,0.9252969622612,422.76,37.59,639.24,476.45,531.0,257.02,,0.0,,,0.0,23,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
653,3,3,,40,backpack,main,,0,0.3879428505897522,369.92,138.01,638.88,449.01,510.27,319.14,2,1.0,169,0,65.49,13,0,55550,True,2,0,0.0,n/a,,,
654,2,2,,4,person,main,,0,0.9222160577774048,422.12,37.34,639.22,476.16,530.67,256.75,,0.0,,,0.0,24,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
654,3,3,,40,backpack,main,,0,0.355812668800354,369.96,138.0,638.93,449.01,510.27,319.14,2,1.0,170,0,65.64,14,0,55550,True,2,0,0.0,n/a,,,
655,2,2,,4,person,main,,0,0.9202408194541931,421.55,37.13,639.24,475.98,530.39,256.55,,0.0,,,0.0,25,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
655,3,3,,40,backpack,main,,0,0.3174994885921478,369.97,138.0,638.96,449.0,510.27,319.14,2,1.0,171,0,65.74,15,0,55550,True,2,0,0.0,n/a,,,
656,2,2,,4,person,main,,0,0.9092118740081787,420.67,37.05,639.21,475.83,529.94,256.44,,0.0,,,0.0,26,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
656,3,3,,40,backpack,main,,0,0.2956886291503906,369.99,138.0,638.98,449.0,510.27,319.14,2,1.0,172,0,65.71,16,0,55550,True,2,0,0.0,n/a,,,
657,2,2,,4,person,main,,0,0.9178731441497803,420.15,36.99,639.23,475.76,529.69,256.38,,0.0,,,0.0,27,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
657,3,3,,40,backpack,main,,0,0.333156019449234,369.99,138.0,638.99,449.0,510.27,319.14,2,1.0,173,0,65.7,17,0,55550,True,2,0,0.0,n/a,,,
658,2,2,,4,person,main,,0,0.9050678014755249,419.32,36.98,639.2,475.8,529.26,256.39,,0.0,,,0.0,28,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
658,3,3,,40,backpack,main,,0,0.29838815331459045,370.0,138.0,638.99,449.0,510.27,319.14,2,1.0,174,0,65.56,18,0,55550,True,2,0,0.0,n/a,,,
659,2,2,,4,person,main,,0,0.9092497229576111,418.5,37.0,639.11,475.68,528.81,256.34,,0.0,,,0.0,29,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
659,3,3,,40,backpack,main,,0,0.27834898233413696,370.0,138.0,639.0,449.0,510.27,319.14,2,1.0,175,0,65.48,19,0,55550,True,2,0,0.0,n/a,,,
660,2,2,,4,person,main,,0,0.9143499135971069,417.95,37.02,639.11,475.52,528.53,256.27,,0.0,,,0.0,30,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
660,3,3,,40,backpack,main,,0,0.3059358596801758,363.28,94.32,639.0,461.6,509.32,301.34,2,1.0,176,0,48.99,0,0,85687,True,2,0,0.0,n/a,,,
661,2,2,,4,person,main,,0,0.9017373323440552,416.85,37.02,638.99,475.18,527.92,256.1,,0.0,,,0.0,31,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
662,2,2,,4,person,main,,0,0.9009027481079102,415.71,37.01,639.03,475.11,527.37,256.06,,0.0,,,0.0,32,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
663,2,2,,4,person,main,,0,0.8762993812561035,414.34,37.03,639.08,475.04,526.71,256.03,,0.0,,,0.0,33,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
664,2,2,,4,person,main,,0,0.9030135869979858,413.56,37.05,639.07,475.06,526.32,256.05,,0.0,,,0.0,34,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
665,2,2,,4,person,main,,0,0.9178615212440491,413.59,37.05,639.1,475.11,526.35,256.08,,0.0,,,0.0,35,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
666,2,2,,4,person,main,,0,0.9195218086242676,413.39,36.88,639.06,475.15,526.23,256.01,,0.0,,,0.0,36,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
667,2,2,,4,person,main,,0,0.9097445607185364,413.17,36.68,639.05,475.2,526.11,255.94,,0.0,,,0.0,37,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
668,2,2,,4,person,main,,0,0.9241697192192078,413.1,36.52,639.04,475.12,526.07,255.82,,0.0,,,0.0,38,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
668,3,3,,40,backpack,main,,0,0.26666995882987976,359.38,68.99,639.0,468.91,509.32,301.34,2,1.0,184,0,48.5,1,0,85687,True,2,0,0.0,n/a,,,
669,2,2,,4,person,main,,0,0.9181234240531921,412.81,36.33,639.01,474.95,525.91,255.64,,0.0,,,0.0,39,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
670,2,2,,4,person,main,,0,0.9207430481910706,412.64,36.18,639.04,474.89,525.84,255.53,,0.0,,,0.0,40,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
671,2,2,,4,person,main,,0,0.9188914895057678,412.46,36.0,639.07,474.81,525.77,255.41,,0.0,,,0.0,41,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
672,2,2,,4,person,main,,0,0.9201425909996033,412.22,35.86,639.08,474.75,525.65,255.31,,0.0,,,0.0,42,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
672,3,3,,40,backpack,main,,0,0.25117161870002747,357.12,54.29,639.0,473.15,509.32,301.34,2,1.0,188,0,48.84,2,0,85687,True,2,0,0.0,n/a,,,
673,2,2,,4,person,main,,0,0.9134522080421448,411.77,35.75,639.1,474.7,525.44,255.23,,0.0,,,0.0,43,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
674,2,2,,4,person,main,,0,0.9191953539848328,411.53,35.64,639.1,474.69,525.31,255.16,,0.0,,,0.0,44,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
675,2,2,,4,person,main,,0,0.9112668037414551,411.25,35.56,639.1,474.68,525.18,255.12,,0.0,,,0.0,45,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
676,2,2,,4,person,main,,0,0.9205167293548584,411.11,35.49,639.11,474.72,525.11,255.1,,0.0,,,0.0,46,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
676,3,3,,40,backpack,main,,0,0.27902287244796753,355.81,45.77,639.0,475.61,509.32,301.34,2,1.0,192,0,48.86,3,0,85687,True,2,0,0.0,n/a,,,
677,2,2,,4,person,main,,0,0.913536787033081,410.81,35.47,639.09,474.73,524.95,255.1,,0.0,,,0.0,47,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
677,3,3,,40,backpack,main,,0,0.26082444190979004,355.05,40.83,639.0,477.03,509.32,301.34,2,1.0,193,0,48.81,4,0,85687,True,2,0,0.0,n/a,,,
678,2,2,,4,person,main,,0,0.9196997284889221,410.66,35.46,639.09,474.76,524.87,255.11,,0.0,,,0.0,48,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
678,3,3,,40,backpack,main,,0,0.294156014919281,354.61,37.96,639.0,477.86,509.32,301.34,2,1.0,194,0,48.78,5,0,85687,True,2,0,0.0,n/a,,,
679,2,2,,4,person,main,,0,0.9143533706665039,410.34,35.5,639.08,474.89,524.71,255.19,,0.0,,,0.0,49,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
679,3,3,,40,backpack,main,,0,0.258967787027359,354.35,36.3,639.0,478.34,509.32,301.34,2,1.0,195,0,48.64,6,0,85687,True,2,0,0.0,n/a,,,
680,2,2,,4,person,main,,0,0.9065917134284973,409.63,35.56,639.03,474.87,524.33,255.22,,0.0,,,0.0,50,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
681,2,2,,4,person,main,,0,0.9091933369636536,409.1,35.57,639.03,474.94,524.07,255.26,,0.0,,,0.0,51,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
682,2,2,,4,person,main,,0,0.9214781522750854,408.85,35.56,639.02,474.82,523.94,255.19,,0.0,,,0.0,52,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
682,3,3,,40,backpack,main,,0,0.26913943886756897,354.2,35.33,639.0,478.62,509.32,301.34,2,1.0,198,0,48.41,7,0,85687,True,2,0,0.0,n/a,,,
683,2,2,,4,person,main,,0,0.9154549837112427,408.42,35.61,639.0,474.82,523.71,255.21,,0.0,,,0.0,53,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
684,2,2,,4,person,main,,0,0.9209921956062317,407.91,35.69,638.92,474.77,523.42,255.23,,0.0,,,0.0,54,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
685,2,2,,4,person,main,,0,0.9239626526832581,407.48,35.67,638.94,474.75,523.21,255.21,,0.0,,,0.0,55,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
686,2,2,,4,person,main,,0,0.9263848066329956,407.18,35.63,638.97,474.84,523.07,255.23,,0.0,,,0.0,56,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
686,3,3,,40,backpack,main,,0,0.2892431616783142,354.12,34.77,639.0,478.78,509.32,301.34,2,1.0,202,0,48.12,8,0,85687,True,2,0,0.0,n/a,,,
687,2,2,,4,person,main,,0,0.9246224761009216,406.43,35.58,638.96,474.93,522.7,255.25,,0.0,,,0.0,57,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
687,4,4,,40,handbag,main,,0,0.3413013219833374,304.97,121.28,636.7,465.53,485.51,318.55,2,1.0,94,0,73.41,5,0,74938,True,0,0,0.0,n/a,,,
688,2,2,,4,person,main,,0,0.9233887195587158,405.85,35.62,639.01,474.97,522.43,255.29,,0.0,,,0.0,58,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
688,4,4,,40,handbag,main,,0,0.3379976451396942,305.4,123.26,636.82,465.31,485.51,318.55,2,1.0,95,0,73.24,6,0,74938,True,0,0,0.0,n/a,,,
689,2,2,,4,person,main,,0,0.9257817268371582,405.25,35.36,639.05,474.94,522.15,255.15,,0.0,,,0.0,59,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
689,4,4,,40,handbag,main,,0,0.4051195979118347,305.65,124.41,636.9,465.18,485.51,318.55,2,1.0,96,0,73.23,7,0,74938,True,0,0,0.0,n/a,,,
690,2,2,,4,person,main,,0,0.9257817268371582,404.87,35.19,639.1,474.92,521.99,255.06,,0.0,,,0.0,60,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
690,4,4,,40,handbag,main,,0,0.4051195979118347,305.8,125.08,636.94,465.1,485.51,318.55,2,1.0,97,0,73.23,8,0,74938,True,0,0,0.0,n/a,,,
691,2,2,,4,person,main,,0,0.9290833473205566,404.48,35.11,639.12,474.9,521.8,255.0,,0.0,,,0.0,61,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
691,4,4,,40,handbag,main,,0,0.38459980487823486,305.88,125.47,636.97,465.06,485.51,318.55,2,1.0,98,0,73.18,9,0,74938,True,0,0,0.0,n/a,,,
692,2,2,,4,person,main,,0,0.9290878772735596,403.85,34.96,638.97,474.77,521.41,254.86,,0.0,,,0.0,62,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
692,4,4,,40,handbag,main,,0,0.40475186705589294,305.93,125.69,636.98,465.03,485.51,318.55,2,1.0,99,0,73.11,10,0,74938,True,0,0,0.0,n/a,,,
693,2,2,,4,person,main,,0,0.9290878772735596,403.36,34.8,639.03,474.64,521.19,254.72,,0.0,,,0.0,63,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
693,4,4,,40,handbag,main,,0,0.40475186705589294,305.96,125.82,636.99,465.02,485.51,318.55,2,1.0,100,0,73.13,11,0,74938,True,0,0,0.0,n/a,,,
694,2,2,,4,person,main,,0,0.9305028915405273,402.77,34.6,639.08,474.56,520.93,254.58,,0.0,,,0.0,64,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
694,4,4,,40,handbag,main,,0,0.3541005551815033,305.98,125.9,636.99,465.01,485.51,318.55,2,1.0,101,0,73.12,12,0,74938,True,0,0,0.0,n/a,,,
695,2,2,,4,person,main,,0,0.9292780756950378,401.99,34.57,639.11,474.29,520.55,254.43,,0.0,,,0.0,65,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
695,4,4,,40,handbag,main,,0,0.3534563481807709,305.99,125.94,637.0,465.01,485.51,318.55,2,1.0,102,0,73.07,13,0,74938,True,0,0,0.0,n/a,,,
696,2,2,,4,person,main,,0,0.9292780756950378,401.35,34.57,639.18,473.98,520.27,254.27,,0.0,,,0.0,66,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
696,4,4,,40,handbag,main,,0,0.3534563481807709,305.99,125.96,637.0,465.0,485.51,318.55,2,1.0,103,0,73.07,14,0,74938,True,0,0,0.0,n/a,,,
697,2,2,,4,person,main,,0,0.9246799945831299,399.98,34.59,639.29,474.08,519.63,254.33,,0.0,,,0.0,67,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
697,4,4,,40,handbag,main,,0,0.40700864791870117,306.0,125.98,637.0,465.0,485.51,318.55,2,1.0,104,0,72.72,15,0,74938,True,0,0,0.0,n/a,,,
698,2,2,,4,person,main,,0,0.9252291917800903,398.72,34.6,639.22,474.33,518.97,254.46,,0.0,,,0.0,68,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
698,4,4,,40,handbag,main,,0,0.39507749676704407,306.0,125.99,637.0,465.0,485.51,318.55,2,1.0,105,0,72.29,16,0,74938,True,0,0,0.0,n/a,,,
699,2,2,,4,person,main,,0,0.9248497486114502,398.03,34.75,639.18,474.51,518.6,254.63,,0.0,,,0.0,69,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
699,4,4,,40,handbag,main,,0,0.4975529909133911,306.0,125.99,637.0,465.0,485.51,318.55,2,1.0,106,0,71.98,17,0,74938,True,0,0,0.0,n/a,,,
700,2,2,,4,person,main,,0,0.9220534563064575,397.59,34.84,639.11,474.44,518.35,254.64,,0.0,,,0.0,70,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
700,4,4,,40,handbag,main,,0,0.45692312717437744,324.48,131.04,637.0,459.96,506.29,317.62,2,1.0,107,0,64.13,0,0,60774,True,0,0,0.0,n/a,,,
701,2,2,,4,person,main,,0,0.8814665675163269,393.59,34.59,639.3,474.6,516.45,254.6,,0.0,,,0.0,71,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
701,4,4,,40,handbag,main,,0,0.34218209981918335,335.2,133.96,637.0,457.04,506.29,317.62,2,1.0,108,0,63.84,1,0,60774,True,0,0,0.0,n/a,,,
702,2,2,,4,person,main,,0,0.8814665675163269,389.74,34.38,639.35,474.68,514.54,254.53,,0.0,,,0.0,72,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
702,4,4,,40,handbag,main,,0,0.34218209981918335,341.41,135.66,637.0,455.34,506.29,317.62,2,1.0,109,0,63.63,2,0,60774,True,0,0,0.0,n/a,,,
703,2,2,,4,person,main,,0,0.8898423314094543,388.95,34.33,639.32,474.8,514.14,254.56,,0.0,,,0.0,73,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
703,4,4,,40,handbag,main,,0,0.3742113411426544,345.02,136.64,637.0,454.36,506.29,317.62,2,1.0,110,0,63.55,3,0,60774,True,0,0,0.0,n/a,,,
704,2,2,,4,person,main,,0,0.8804706931114197,390.64,33.75,639.57,475.16,515.1,254.45,,0.0,,,0.0,74,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
704,4,4,,40,handbag,main,,0,0.324514776468277,347.11,137.21,637.0,453.79,506.29,317.62,2,1.0,111,0,63.78,4,0,60774,True,0,0,0.0,n/a,,,
705,2,2,,4,person,main,,0,0.8804706931114197,392.6,33.28,639.35,475.55,515.98,254.42,,0.0,,,0.0,75,0,0,False,0,8,0.6,"right-edge,bottom-edge",right,,right
705,4,4,,40,handbag,main,,0,0.324514776468277,348.32,137.54,637.0,453.46,506.29,317.62,2,1.0,112,0,63.95,5,0,60774,True,0,0,0.0,n/a,,,
